sealid	cisi	site	type	complete	direction	signs_visual	signs_reading	motif
2453	M-984	Mohenjo-daro	SEAL:S	Y	R/L	390 4 2 817	817 2 4 390	Bull1
2454	M-1831	Mohenjo-daro	SEAL:S	Y	R/L	390 4 260	260 4 390	Bull1:I
2455	M-1747	Mohenjo-daro	SEAL:S	Y	R/L	165 741 31 60 692	692 60 31 741 165	Bull1:S
2457	M-1752	Mohenjo-daro	SEAL:S	Y	R/L	740 760 19 2 817	817 2 19 760 740	Bull1:S
2458		Mohenjo-daro	TAB:C	Y	R/L	740 752 615 503	503 615 752 740	Othr
2460	M-1820	Mohenjo-daro	SEAL:S	Y	R/L	740 460 510	510 460 740	Bull1
2461	M-1853	Mohenjo-daro	SEAL:S	Y	R/L	32 820 140 5	5 140 820 32	Bull1:I
2462	M-1775	Mohenjo-daro	SEAL:S	Y	R/L	740 49	49 740	Bull1:W
2463	M-1834	Mohenjo-daro	SEAL:S	Y	R/L	450 617 33 0 740 460 510 741 252 791	791 252 741 510 460 740 0 33 617 450	Bull1:J
2464	M-595	Mohenjo-daro	SEAL:S	Y	R/L	740 100 415 176 2 820	820 2 176 415 100 740	Bull1:W
2465		Mohenjo-daro	TAB:C	Y	R/L	749 479	479 749	
2466	M-1798	Mohenjo-daro	SEAL:S	Y	R/L	740 717	717 740	Bull1:W
2467	M-2108	Mohenjo-daro	ROD	Y	R/L	400 740 840 13 240	240 13 840 740 400	
2468	M-1781	Mohenjo-daro	SEAL:S	Y	R/L	400 520 233 803	803 233 520 400	Bull1:W
2470	M-1972	Mohenjo-daro	SEAL:R	Y	R/L	740 455 235 798 742 460 353	353 460 742 798 235 455 740	
2471	M-1903	Mohenjo-daro	SEAL:S	Y	R/L	740 861 125	125 861 740	Buff
2472	M-1983	Mohenjo-daro	SEAL:R	Y	R/L	390 5	5 390	
2473	M-1665	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705 233 240 2 610 125 32	32 125 610 2 240 233 705 33 520	Bull1:W
2474	M-2107	Mohenjo-daro	ROD	Y	R/L	400 740 840 13 240	240 13 840 740 400	
2475	M-1841	Mohenjo-daro	SEAL:S	Y	R/L	740 760 260 0 220 255 220 63 315	315 63 220 255 220 0 260 760 740	Bull1:J
2476	M-1845	Mohenjo-daro	SEAL:S	Y	R/L	740 803 235	235 803 740	Bull1:S
2478	M-1906	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705 233 235 60 820	820 60 235 233 705 33 520	Rhin
2479	M-1774	Mohenjo-daro	SEAL:S	Y	R/L	740 840 13	13 840 740	Bull1:U
2480	M-1985	Mohenjo-daro	SEAL:R	Y	R/L	100 904 717 220 415 806 742	742 806 415 220 717 904 100	
2481		Mohenjo-daro	TAB:C	Y	R/L	407 63 845 240 798	798 240 845 63 407	Unknown
2482	M-1907	Mohenjo-daro	SEAL:S	Y	R/L	390 5 2 455 511	511 455 2 5 390	Rhin
2484	M-1720	Mohenjo-daro	SEAL:S	Y	R/L	679 740 233 240	240 233 740 679	Bull1:W
2485	M-1687	Mohenjo-daro	SEAL:S	Y	R/L	520 220 368 817	817 368 220 520	Bull1:S
2486	M-1723	Mohenjo-daro	SEAL:S	Y	R/L	740 32 840 33 705 798	798 705 33 840 32 740	Bull1:W
2487	M-1855	Mohenjo-daro	SEAL:S	Y	R/L	740 255	255 740	Bull1
2488		Mohenjo-daro	TAB:C	Y	R/L	1 740 923 33 705	705 33 923 740 1	Comp
2489		Dholavira	SEAL:S	Y	R/L	740 390 590 2 817	817 2 590 390 740	Bull1:V
2490	M-1667	Mohenjo-daro	SEAL:S	Y	R/L	740 690 435 255 220 32 2 717 820	820 717 2 32 220 255 435 690 740	Bull1:W
2493	M-709	Mohenjo-daro	SEAL:S	Y	R/L	740 100 1 440 742 60 920	920 60 742 440 1 100 740	Bull1:W
2495	M-1780	Mohenjo-daro	SEAL:S	Y	R/L	740 645 3 741 70 255	255 70 741 3 645 740	Bull1:I
2498	M-1908	Mohenjo-daro	SEAL:S	Y	R/L	740 760	760 740	Rhin
2499	M-1813	Mohenjo-daro	SEAL:S	Y	R/L	740 17 503	503 17 740	Bull1:U
2506	M-1716	Mohenjo-daro	SEAL:S	Y	R/L	520 220 240 803 2 820	820 2 803 240 220 520	Bull1:W
2507	M-1730	Mohenjo-daro	SEAL:S	Y	R/L	740 460 510 220 65 393	393 65 220 510 460 740	Bull1:S
2509	M-1833	Mohenjo-daro	SEAL:S	Y	R/L	390 15 2 861	861 2 15 390	Bull1:S
2511		Mohenjo-daro	TAB:B	Y	R/L	740 32 840	840 32 740	Scene
2512	M-1826	Mohenjo-daro	SEAL:S	Y	R/L	520 72 921	921 72 520	Bull1:W
2513	M-1776	Mohenjo-daro	SEAL:S	Y	R/L	520 220 803 741 262	262 741 803 220 520	Bull1:U
2514	M-1797	Mohenjo-daro	SEAL:S	Y	R/L	740 803	803 740	Bull1:W
2516	M-1672	Mohenjo-daro	SEAL:S	Y	R/L	520 220 3 741 60 920	920 60 741 3 220 520	Bull1:W
2517	M-1700	Mohenjo-daro	SEAL:S	Y	R/L	400 125 745	745 125 400	Bull1:W
2520		Mohenjo-daro	TAB:C	Y	R/L	740 752 615 503	503 615 752 740	Othr
2521	M-1785	Mohenjo-daro	SEAL:S	Y	R/L	906 200 0 740 100 415 33 702	702 33 415 100 740 0 200 906	Bull1:L
2522		Mohenjo-daro	TAB:C	Y	R/L	740 615 503	503 615 740	Rhin
2523		Mohenjo-daro	TAB:C	Y	R/L	407 585 33 705 233 235 806	806 235 233 705 33 585 407	Comp
2524	M-1703	Mohenjo-daro	SEAL:S	Y	R/L	151 97 232 416	416 232 97 151	Bull1:W
2525	M-1514	Mohenjo-daro	TAB:C	Y	R/L	740 752	752 740	
2527	M-2104	Mohenjo-daro	ROD	Y	R/L	151 97 700 34	34 700 97 151	
2528	M-1961	Mohenjo-daro	SEAL	Y	R/L	406 72 2 817	817 2 72 406	
2530	M-2088	Mohenjo-daro	ROD	Y	R/L	527 556	556 527	
2531	M-1	Mohenjo-daro	SEAL:S	Y	R/L	1 368 861 255 371	371 255 861 368 1	Bull1:W
2532	M-3	Mohenjo-daro	SEAL:S	Y	R/L	717 32 521	521 32 717	Bull1:W
2533	M-4	Mohenjo-daro	SEAL:S	Y	R/L	298 465 33 705 231 2 564 617 33	33 617 564 2 231 705 33 465 298	Bull1:W
2534	M-5	Mohenjo-daro	SEAL:S	Y	R/L	740 773 240 235 60 692	692 60 235 240 773 740	Bull1:W
2535	M-6	Mohenjo-daro	SEAL:S	Y	R/L	820 880 65 244	244 65 880 820	Bull1:W
2536	M-7	Mohenjo-daro	SEAL:S	Y	R/L	407 845 140 740 101 923 240 2 861	861 2 240 923 101 740 140 845 407	Bull1:W
2537	M-8	Mohenjo-daro	SEAL:S	Y	R/L	706 140 632	632 140 706	Bull1:W
2538	M-9	Mohenjo-daro	SEAL:S	Y	R/L	31 311 745	745 311 31	Bull1:W
2539	M-10	Mohenjo-daro	SEAL:S	Y	R/L	405 61 70 32 33 706 235 806 2 267 455	455 267 2 806 235 706 33 32 70 61 405	Bull1:W
2540	M-12	Mohenjo-daro	SEAL:S	Y	R/L	740 390 590 233 2 368 202 892 371	371 892 202 368 2 233 590 390 740	Bull1:W
2541	M-13	Mohenjo-daro	SEAL:S	Y	R/L	368 304 125	125 304 368	Bull1:W
2542	M-14	Mohenjo-daro	SEAL:S	Y	R/L	740 776 503 2 817	817 2 503 776 740	Bull1:W
2543	M-15	Mohenjo-daro	SEAL:S	Y	R/L	90 740 176 2 861	861 2 176 740 90	Bull1:W
2544	M-16	Mohenjo-daro	SEAL:S	Y	R/L	820 130 35 171	171 35 130 820	Bull1:W
2545	M-17	Mohenjo-daro	SEAL:S	Y	R/L	390 16 2 814 560	560 814 2 16 390	Bull1:W
2546	M-18	Mohenjo-daro	SEAL:S	Y	R/L	932 740 55	55 740 932	Bull1:W
2548	M-20	Mohenjo-daro	SEAL:S	Y	R/L	390 5 2 861 36 460 513	513 460 36 861 2 5 390	Bull1:W
2549	M-21	Mohenjo-daro	SEAL:S	Y	R/L	350 1 740 362 692 32 2 861	861 2 32 692 362 740 1 350	Bull1:W
2551	M-23	Mohenjo-daro	SEAL:S	Y	R/L	842 871 192 368 0 740 482 60 692 520 220 235 1 920	920 1 235 220 520 692 60 482 740 0 368 192 871 842	Bull1:W
2552	M-24	Mohenjo-daro	SEAL:S	Y	R/L	90 740 240 235 2 906 140	140 906 2 235 240 740 90	Bull1:W
2553	M-25	Mohenjo-daro	SEAL:S	Y	R/L	617 243 706 595	595 706 243 617	Bull1:J
2554	M-26	Mohenjo-daro	SEAL:S	Y	R/L	90 740 531 60 692	692 60 531 740 90	Bull1:J
2556	M-28	Mohenjo-daro	SEAL:S	Y	R/L	892 374 740 760 840 416 2 861	861 2 416 840 760 740 374 892	Bull1:W
2557	M-29	Mohenjo-daro	SEAL:S	Y	R/L	740 55 240 235 806 2 220 455 503	503 455 220 2 806 235 240 55 740	Bull1:W
2558	M-30	Mohenjo-daro	SEAL:S	Y	R/L	740 752 17 503 240 235 806	806 235 240 503 17 752 740	Bull1:W
2559	M-31	Mohenjo-daro	SEAL:S	Y	R/L	740 269 511 233 60 820	820 60 233 511 269 740	Bull1:W
2560	M-32	Mohenjo-daro	SEAL:S	Y	R/L	390 3 2 817	817 2 3 390	Bull1:J
2561	M-33	Mohenjo-daro	SEAL:S	Y	R/L	740 32 923 382 233 2 112	112 2 233 382 923 32 740	Bull1:W
2562	M-34	Mohenjo-daro	SEAL:S	Y	R/L	740 336 176 2 405 372 374	374 372 405 2 176 336 740	Bull1:W
2563	M-35	Mohenjo-daro	SEAL:S	Y	R/L	740 390 590 233 231 2 107	107 2 231 233 590 390 740	Bull1:W
2564	M-36	Mohenjo-daro	SEAL:S	Y	R/L	740 794 630 220 32 2 368 906 329	329 906 368 2 32 220 630 794 740	Bull1:S
2565	M-37	Mohenjo-daro	SEAL:S	Y	R/L	520 220 415	415 220 520	Bull1:S
2566	M-38	Mohenjo-daro	SEAL:S	Y	R/L	740 690 435 255 220 32 240 235 2 390 125 632 32	32 632 125 390 2 235 240 32 220 255 435 690 740	Bull1:J
2568	M-40	Mohenjo-daro	SEAL:S	Y	R/L	391 2 527 475 5	5 475 527 2 391	Bull1:J
2569	M-41	Mohenjo-daro	SEAL:S	Y	R/L	740 636 240 233 235 2 405 125 820	820 125 405 2 235 233 240 636 740	Bull1:W
2570	M-42	Mohenjo-daro	SEAL:S	Y	R/L	527 550 240 2 817	817 2 240 550 527	Bull1:S
2571	M-43	Mohenjo-daro	SEAL:S	Y	R/L	740 798 231 2 55 373	373 55 2 231 798 740	Bull1:W
2572	M-44	Mohenjo-daro	SEAL:S	Y	R/L	740 760 33 705 803 2 920 317	317 920 2 803 705 33 760 740	Bull1:W
2573	M-45	Mohenjo-daro	SEAL:S	Y	R/L	617 831 2 1 302 840 32	32 840 302 1 2 831 617	Bull1:W
2574	M-46	Mohenjo-daro	SEAL:S	Y	R/L	740 798 240 235 2 220 65 215	215 65 220 2 235 240 798 740	Bull1:W
2575	M-47	Mohenjo-daro	SEAL:S	Y	R/L	740 760 235 2 861	861 2 235 760 740	Bull1:J
2576	M-48	Mohenjo-daro	SEAL:S	Y	R/L	390 820 460 60 368 920	920 368 60 460 820 390	Bull1:J
2577	M-49	Mohenjo-daro	SEAL:S	Y	R/L	527 550 240 220 32 2 300 350 600 190	190 600 350 300 2 32 220 240 550 527	Bull1:W
2578	M-50	Mohenjo-daro	SEAL:S	Y	R/L	740 585 17 33 705 240 798 2 820	820 2 798 240 705 33 17 585 740	Bull1:W
2579	M-51	Mohenjo-daro	SEAL:S	Y	R/L	740 798 460 350 235 741 390 140	140 390 741 235 350 460 798 740	Bull1:J
2580	M-52	Mohenjo-daro	SEAL:S	Y	R/L	740 904 32 220 415 235 803 2 504 717	717 504 2 803 235 415 220 32 904 740	Bull1:W
2581	M-53	Mohenjo-daro	SEAL:S	Y	R/L	90 740 220 16 2 297 190 900 140	140 900 190 297 2 16 220 740 90	Bull1:W
2582	M-54	Mohenjo-daro	SEAL:S	Y	R/L	236 240 33 705 798 2 820	820 2 798 705 33 240 236	Bull1:W
2584	M-56	Mohenjo-daro	SEAL:S	Y	R/L	740 877 32 235 60 550 611 840	840 611 550 60 235 32 877 740	Bull1:W
2585	M-57	Mohenjo-daro	SEAL:S	Y	R/L	226 32 231 798 2 693	693 2 798 231 32 226	Bull1:W
2586	M-58	Mohenjo-daro	SEAL:S	Y	R/L	740 460 503 2 817	817 2 503 460 740	Bull1:W
2587	M-59	Mohenjo-daro	SEAL:S	Y	R/L	368 3 742 60 920	920 60 742 3 368	Bull1:W
2591	M-63	Mohenjo-daro	SEAL:S	Y	R/L	526 555 60 550	550 60 555 526	Bull1:J
2592	M-64	Mohenjo-daro	SEAL:S	Y	R/L	520 33 706 60 220 4	4 220 60 706 33 520	Bull1:W
2593	M-65	Mohenjo-daro	SEAL:S	Y	R/L	520 220 31 1 706 575	575 706 1 31 220 520	Bull1:W
2595	M-67	Mohenjo-daro	SEAL:S	Y	R/L	457 0 740 165 900 60 111 575	575 111 60 900 165 740 0 457	Bull1:W
2596	M-68	Mohenjo-daro	SEAL:S	Y	R/L	690 518 0 90 740 176 742 60 920	920 60 742 176 740 90 0 518 690	Bull1:J
2597	M-69	Mohenjo-daro	SEAL:S	Y	R/L	740 803 231 60 692	692 60 231 803 740	Bull1:I
2598	M-70	Mohenjo-daro	SEAL:S	Y	R/L	226 32 2 390 692	692 390 2 32 226	Bull1:T
2599	M-71	Mohenjo-daro	SEAL:S	Y	R/L	151 279 142 2 390 95	95 390 2 142 279 151	Bull1:J
2600	M-72	Mohenjo-daro	SEAL:S	Y	R/L	740 255 705 140 3 2 861	861 2 3 140 705 255 740	Bull1:V
2601	M-73	Mohenjo-daro	SEAL:S	Y	R/L	400 520 897	897 520 400	Bull1:W
2602	M-74	Mohenjo-daro	SEAL:S	Y	R/L	595 575 704 140	140 704 575 595	Bull1:U
2603	M-75	Mohenjo-daro	SEAL:S	Y	R/L	520 220 4 2 817	817 2 4 220 520	Bull1:W
2604	M-77	Mohenjo-daro	SEAL:S	Y	R/L	832 390 803 2 861	861 2 803 390 832	Bull1:W
2605	M-78	Mohenjo-daro	SEAL:S	Y	R/L	740 344 32 545	545 32 344 740	Bull1:S
2606	M-79	Mohenjo-daro	SEAL:S	Y	R/L	688 0 740 100 240 233 2 861	861 2 233 240 100 740 0 688	Bull1:J
2607	M-80	Mohenjo-daro	SEAL:S	Y	R/L	156 3 60 368 817	817 368 60 3 156	Bull1:J
2608	M-81	Mohenjo-daro	SEAL:S	Y	R/L	527 555 240 2 617 70	70 617 2 240 555 527	Bull1:S
2609	M-82	Mohenjo-daro	SEAL:S	Y	R/L	740 222 2 207 550 390	390 550 207 2 222 740	Bull1:I
2610	M-83	Mohenjo-daro	SEAL:S	Y	R/L	390 18 796	796 18 390	Bull1:W
2611	M-84	Mohenjo-daro	SEAL:S	Y	R/L	740 765 240 1 368 920	920 368 1 240 765 740	Bull1:W
2612	M-85	Mohenjo-daro	SEAL:S	Y	R/L	520 233 741 81 272	272 81 741 233 520	Bull1:W
2613	M-86	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705 231 2 820 700	700 820 2 231 705 33 520	Bull1:S
2614	M-87	Mohenjo-daro	SEAL:S	Y	R/L	400 890 104	104 890 400	Bull1:S
2615	M-88	Mohenjo-daro	SEAL:S	Y	R/L	527 388 233	233 388 527	Bull1:J
2616	M-89	Mohenjo-daro	SEAL:S	Y	R/L	740 794 734 32 235	235 32 734 794 740	Bull1:J
2617	M-90	Mohenjo-daro	SEAL:S	Y	R/L	740 840 13 31 2 817	817 2 31 13 840 740	Bull1:J
2618	M-91	Mohenjo-daro	SEAL:S	Y	R/L	740 100 798 220 32 2 861 255 416	416 255 861 2 32 220 798 100 740	Bull1:S
2619	M-92	Mohenjo-daro	SEAL:S	Y	R/L	740 798 460 350 2 814 84	84 814 2 350 460 798 740	Bull1:S
2620	M-93	Mohenjo-daro	SEAL:S	Y	R/L	156 3 240 741 345	345 741 240 3 156	Bull1:J
2621	M-94	Mohenjo-daro	SEAL:S	Y	R/L	740 390 590 220 3	3 220 590 390 740	Bull1:S
2622	M-95	Mohenjo-daro	SEAL:S	Y	R/L	390 3 2 111 165	165 111 2 3 390	Bull1:S
2623	M-96	Mohenjo-daro	SEAL:S	Y	R/L	156 4	4 156	Bull1:J
2624	M-97	Mohenjo-daro	SEAL:S	Y	R/L	156 435 255	255 435 156	Bull1:J
2625	M-98	Mohenjo-daro	SEAL:S	Y	R/L	740 585 17 900	900 17 585 740	Bull1:J
2626	M-99	Mohenjo-daro	SEAL:S	Y	R/L	740 215 2 368 119	119 368 2 215 740	Bull1:S
2627	M-100	Mohenjo-daro	SEAL:S	Y	R/L	90 740 255 705 2 861	861 2 705 255 740 90	Bull1:S
2628	M-101	Mohenjo-daro	SEAL:S	Y	R/L	390 503 740 168 2 817	817 2 168 740 503 390	Bull1:J
2629	M-102	Mohenjo-daro	SEAL:S	Y	R/L	154 3 900 545	545 900 3 154	Bull1:J
2630	M-103	Mohenjo-daro	SEAL:S	Y	R/L	390 4 2 820	820 2 4 390	Bull1:W
2631	M-104	Mohenjo-daro	SEAL:S	Y	R/L	90 740 220 235 853	853 235 220 740 90	Bull1:J
2634	M-107	Mohenjo-daro	SEAL:S	Y	R/L	740 565 233 2 940 260	260 940 2 233 565 740	Bull1:S
2635	M-108	Mohenjo-daro	SEAL:S	Y	R/L	413 820 220 65 798 550 820	820 550 798 65 220 820 413	Bull1:S
2636	M-109	Mohenjo-daro	SEAL:S	Y	R/L	740 879 220 415 2 287 140	140 287 2 415 220 879 740	Bull1:S
2638	M-111	Mohenjo-daro	SEAL:S	Y	R/L	740 920 320 233 1 821	821 1 233 320 920 740	Bull1:J
2639	M-112	Mohenjo-daro	SEAL:S	Y	R/L	740 760 220 16 382 741 572 684	684 572 741 382 16 220 760 740	Bull1:J
2640	M-113	Mohenjo-daro	SEAL:S	Y	R/L	740 32 840 741 60 920	920 60 741 840 32 740	Bull1:J
2641	M-114	Mohenjo-daro	SEAL:S	Y	R/L	740 760 440 2 297 416	416 297 2 440 760 740	Bull1:S
2642	M-115	Mohenjo-daro	SEAL:S	Y	R/L	390 844 140 176 803 2 301 190	190 301 2 803 176 140 844 390	Bull1
2643	M-116	Mohenjo-daro	SEAL:S	Y	R/L	740 100 176 840 13 2 817	817 2 13 840 176 100 740	Bull1:I
2644	M-117	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705 220 803 55 2 820	820 2 55 803 220 705 33 520	Bull1:S
2645	M-118	Mohenjo-daro	SEAL:S	Y	R/L	740 772 33 705 233 803 2 861	861 2 803 233 705 33 772 740	Bull1:W
2646	M-119	Mohenjo-daro	SEAL:S	Y	R/L	151 337 484 2 390 125 632 32 900 563	563 900 32 632 125 390 2 484 337 151	Bull1:S
2647	M-120	Mohenjo-daro	SEAL:S	Y	R/L	858 0 740 100 585 741 840 346	346 840 741 585 100 740 0 858	Bull1:S
2648	M-121	Mohenjo-daro	SEAL:S	Y	R/L	740 900 790 233 798	798 233 790 900 740	Bull1:W
2649	M-122	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705	705 33 520	Bull1:J
2650	M-123	Mohenjo-daro	SEAL:S	Y	R/L	400 93 368 72	72 368 93 400	Bull1:W
2651	M-124	Mohenjo-daro	SEAL:S	Y	R/L	740 923 220 32	32 220 923 740	Bull1:W
2653	M-126	Mohenjo-daro	SEAL:S	Y	R/L	520 552 60 692	692 60 552 520	Bull1:U
2654	M-127	Mohenjo-daro	SEAL:S	Y	R/L	565 740 220 741 176	176 741 220 740 565	Bull1:J
2655	M-128	Mohenjo-daro	SEAL:S	Y	R/L	740 923 803 741 500 705	705 500 741 803 923 740	Bull1:J
2656	M-129	Mohenjo-daro	SEAL:S	Y	R/L	520 233 240 235 741 360	360 741 235 240 233 520	Bull1:W
2657	M-130	Mohenjo-daro	SEAL:S	Y	R/L	740 94 220 32 2 144	144 2 32 220 94 740	Bull1:J
2658	M-131	Mohenjo-daro	SEAL:S	Y	R/L	740 390 590 741 390 790	790 390 741 590 390 740	Bull1:W
2659	M-132	Mohenjo-daro	SEAL:S	Y	R/L	156 3 545	545 3 156	Bull1:W
2660	M-133	Mohenjo-daro	SEAL:S	Y	R/L	527 550 240 220 255 812 906 388	388 906 812 255 220 240 550 527	Bull1:W
2661	M-134	Mohenjo-daro	SEAL:S	Y	R/L	872 32 692	692 32 872	Bull1:W
2662	M-135	Mohenjo-daro	SEAL:S	Y	R/L	520 33 705 31	31 705 33 520	Bull1:J
2663	M-136	Mohenjo-daro	SEAL:S	Y	R/L	90 740 220 16 31 908 545	545 908 31 16 220 740 90	Bull1:S
2665	M-138	Mohenjo-daro	SEAL:S	Y	R/L	740 900 5	5 900 740	Bull1:J
2666	M-139	Mohenjo-daro	SEAL:S	Y	R/L	33 832 236 741 361	361 741 236 832 33	Bull1:J
2667	M-140	Mohenjo-daro	SEAL:S	Y	R/L	740 336 2 220 65 440 455	455 440 65 220 2 336 740	Bull1:S
2669	M-142	Mohenjo-daro	SEAL:S	Y	R/L	136 140 2 861	861 2 140 136	Bull1:J
2670	M-143	Mohenjo-daro	SEAL:S	Y	R/L	740 205 32 2 252 840	840 252 2 32 205 740	Bull1:J
2671	M-144	Mohenjo-daro	SEAL:S	Y	R/L	740 100 415 240 2 817	817 2 240 415 100 740	Bull1:J
2672	M-145	Mohenjo-daro	SEAL:S	Y	R/L	740 400 142 880	880 142 400 740	Bull1:U
2673	M-146	Mohenjo-daro	SEAL:S	Y	R/L	740 255 920 60 692	692 60 920 255 740	Bull1:J
2674	M-147	Mohenjo-daro	SEAL:S	Y	R/L	226 803 2 220 455 520	520 455 220 2 803 226	Bull1:J
2675	M-148	Mohenjo-daro	SEAL:S	Y	R/L	740 817 556	556 817 740	Bull1:J
2676	M-149	Mohenjo-daro	SEAL:S	Y	R/L	740 760 440 60 550	550 60 440 760 740	Bull1:J
2677	M-150	Mohenjo-daro	SEAL:S	Y	R/L	740 832	832 740	Bull1:J
2678	M-151	Mohenjo-daro	SEAL:S	Y	R/L	220 65 864	864 65 220	Bull1:J
2679	M-152	Mohenjo-daro	SEAL:S	Y	R/L	740 772 2 861	861 2 772 740	Bull1:J
2680	M-153	Mohenjo-daro	SEAL:S	Y	R/L	269 130 190	190 130 269	Bull1:J
2681	M-154	Mohenjo-daro	SEAL:S	Y	R/L	621 0 520 220 415 2 257 898	898 257 2 415 220 520 0 621	Bull1:J
2682	M-155	Mohenjo-daro	SEAL:S	Y	R/L	740 176 31	31 176 740	Bull1:J
2683	M-157	Mohenjo-daro	SEAL:S	Y	R/L	740 900 790 233 798 1 820	820 1 798 233 790 900 740	Bull1:J
2684	M-158	Mohenjo-daro	SEAL:S	Y	R/L	390 16 60 550	550 60 16 390	Bull1:I
2685	M-159	Mohenjo-daro	SEAL:S	Y	R/L	740 48 741 250 579	579 250 741 48 740	Bull1:S
2686	M-160	Mohenjo-daro	SEAL:S	Y	R/L	151 243 31 2 820 741	741 820 2 31 243 151	Bull1:W
2687	M-161	Mohenjo-daro	SEAL:S	Y	R/L	617 122 3	3 122 617	Bull1:V
2688	M-162	Mohenjo-daro	SEAL:S	Y	R/L	740 760 840 552 3	3 552 840 760 740	Bull1:X
2689	M-163	Mohenjo-daro	SEAL:S	Y	R/L	520 220 415 60 820	820 60 415 220 520	Bull1:J
2690	M-164	Mohenjo-daro	SEAL:S	Y	R/L	740 142 61 2 817	817 2 61 142 740	Bull1:X
2691	M-166	Mohenjo-daro	SEAL:S	Y	R/L	390 844 240 806 2 861	861 2 806 240 844 390	Bull1:I
2695	M-170	Mohenjo-daro	SEAL:S	Y	R/L	740 923 406 61 70 32 741 861	861 741 32 70 61 406 923 740	Bull1:W
2696	M-171	Mohenjo-daro	SEAL:S	Y	R/L	407 61 740 923 233 806 60 692	692 60 806 233 923 740 61 407	Bull1:W
2697	M-172	Mohenjo-daro	SEAL:S	Y	R/L	405 18 1 220 786 850	850 786 220 1 18 405	Bull1:W
2698	M-173	Mohenjo-daro	SEAL:S	Y	R/L	740 388 900 320 806	806 320 900 388 740	Bull1:W
2699	M-174	Mohenjo-daro	SEAL:S	Y	R/L	740 923 220 32 2 820	820 2 32 220 923 740	Bull1:T
2701	M-176	Mohenjo-daro	SEAL:S	Y	R/L	740 690	690 740	Bull1:J
2702	M-177	Mohenjo-daro	SEAL:S	Y	R/L	390 3 2 803	803 2 3 390	Bull1:S
2704	M-178	Mohenjo-daro	SEAL:S	Y	R/L	390 16	16 390	Bull1:L
2705	M-179	Mohenjo-daro	SEAL:S	Y	R/L	390 3	3 390	Bull1:S
2706	M-180	Mohenjo-daro	SEAL:S	Y	R/L	740 621	621 740	Bull1:J
2707	M-181	Mohenjo-daro	SEAL:S	Y	R/L	520 175 2 295 502	502 295 2 175 520	Bull1:J
2708	M-183	Mohenjo-daro	SEAL:S	Y	R/L	520 233 60 297	297 60 233 520	Bull1:S
2709	M-184	Mohenjo-daro	SEAL:S	Y	R/L	90 740 101 853	853 101 740 90	Bull1:J
2710	M-185	Mohenjo-daro	SEAL:S	Y	R/L	520 220	220 520	Bull1:L
2711	M-186	Mohenjo-daro	SEAL:S	Y	R/L	520 240	240 520	Bull1:J
2712	M-187	Mohenjo-daro	SEAL:S	Y	R/L	156 5	5 156	Bull1:S
2713	M-188	Mohenjo-daro	SEAL:S	Y	R/L	156 31	31 156	Bull1:S
2714	M-189	Mohenjo-daro	SEAL:S	Y	R/L	436 740 176	176 740 436	Bull1:J
2715	M-190	Mohenjo-daro	SEAL:S	Y	R/L	156 843	843 156	Bull1:W
2716	M-191	Mohenjo-daro	SEAL:S	Y	R/L	90 125	125 90	Bull1:L
2717	M-192	Mohenjo-daro	SEAL:S	Y	R/L	700 521 702	702 521 700	Bull1:S
2718	M-193	Mohenjo-daro	SEAL:S	Y	R/L	156 5	5 156	Bull1:W
2719	M-194	Mohenjo-daro	SEAL:S	Y	R/L	90 740 900 5	5 900 740 90	Bull1:S
2720	M-195	Mohenjo-daro	SEAL:S	Y	R/L	298 350 590 32 900 853	853 900 32 590 350 298	Bull1:W
2721	M-196	Mohenjo-daro	SEAL:S	Y	R/L	861 495 368 836 741	741 836 368 495 861	Bull1:U
2722	M-197	Mohenjo-daro	SEAL:S	Y	R/L	161 97	97 161	Bull1:L
2723	M-198	Mohenjo-daro	SEAL:S	Y	R/L	740 760 840 552 2 817	817 2 552 840 760 740	Bull1:W
2724	M-199	Mohenjo-daro	SEAL:S	Y	R/L	90 740 100 415 240 2 861	861 2 240 415 100 740 90	Bull1:S
2725	M-200	Mohenjo-daro	SEAL:S	Y	R/L	740 222 2 820	820 2 222 740	Bull1:J
2726	M-201	Mohenjo-daro	SEAL:S	Y	R/L	151 61	61 151	Bull1:W
2727	M-202	Mohenjo-daro	SEAL:S	Y	R/L	400 241 31 60 820	820 60 31 241 400	Bull1:U
2728	M-203	Mohenjo-daro	SEAL:S	Y	R/L	740 390 590 741 81 220	220 81 741 590 390 740	Bull1:J
2729	M-204	Mohenjo-daro	SEAL:S	Y	R/L	740 61 2 817	817 2 61 740	Bull1:S
2730	M-205	Mohenjo-daro	SEAL:S	Y	R/L	832 904 1 820	820 1 904 832	Bull1:L
2731	M-207	Mohenjo-daro	SEAL:S	Y	R/L	892 831	831 892	Bull1:J
2732	M-208	Mohenjo-daro	SEAL:S	Y	R/L	520 240	240 520	Bull1:J
2733	M-209	Mohenjo-daro	SEAL:S	Y	R/L	151 740 231	231 740 151	Bull1:J
2734	M-210	Mohenjo-daro	SEAL:S	Y	R/L	368 861 903	903 861 368	Bull1:J
